"analysis_population","compartment","sample_id","gene","pseudobulk_logCPM","raw_counts","n_cells","patient_pair","condition_simple","sample_label","condition_label","pathway_id","pathway_name","pathway_label","z_logCPM"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMA7",7.9596884938897,150,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.973051624819963
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMA8",-0.273931182870005,0,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.256255767927889
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMB1",7.61481206602825,118,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.0293623015251093
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMB10",6.46753580353114,53,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.264080698858333
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMB2",6.57155886807437,57,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.28354332413552
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMB3",6.98345665982265,76,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.880310688997851
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMB4",6.64493205440459,60,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.972525782965145
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMB5",3.97399633057358,9,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.12546581670624
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMB6",7.00219322240423,77,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.117686336711846
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMB7",6.80288441418083,67,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.178018100494034
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMB8",6.86562016952879,70,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.467097454545638
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMB9",4.85535183407496,17,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.856597266794058
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMC1",6.26522762823803,46,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.607605816410704
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMC2",5.55895883129474,28,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.0924134400290434
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMC3",6.38428029988179,50,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.0796468495234703
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMC4",5.9928553578249,38,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.0750215728459484
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMC5",6.38428029988179,50,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.654819126424711
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMC6",6.3554254372096,49,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.805127040602177
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD1",5.50742853065465,27,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.696404580551146
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD11",5.50742853065465,27,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.57307288613643
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD12",4.93552218275894,18,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.38708266723428
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD13",6.8450098898535,69,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.568449444441188
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD14",6.3554254372096,49,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.53660255088037
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD2",6.49425314190692,54,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.0265255927393044
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD3",6.32598165931712,48,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.371278044773398
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD4",6.82410090009052,68,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.466198090905332
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD6",6.5964335367134,58,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.503937888992287
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD7",6.88594015390838,71,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.560288192561723
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD8",6.5964335367134,58,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.53382819541856
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMD9",6.54624777954518,56,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.70128352602031
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSME1",8.06145917182392,161,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.83910779370254
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSME2",6.44031433479612,52,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.20769658535291
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSME3",5.01147103599224,19,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-0.751224527648023
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSME4",5.3407786612452,24,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",-1.0629443936357
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","PSMF1",7.12694825341218,84,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",1.875270645687
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M104","SEM1",7.44716800583718,105,140,"P1","diagnosis","PP1_D_M104","Diagnosis","hsa03050","Proteasome","KEGG Proteasome",0.62549596822481
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","AMBRA1",3.85342547196889,59,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.27983588845717
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","AMFR",6.13602724665018,289,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.34741681729029
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","ARIH1",7.34123173523586,667,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.155858865899276
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","ATF4",8.23647625483779,1241,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.26602261494617
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","ATG9A",4.28952458677556,80,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.2635121940536
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","ATG9B",0.128532710103257,4,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.03689392574388
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","BCL2L1",6.35307040327126,336,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.0328223622325482
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","BCL2L13",5.63456474160269,204,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.88734302378119
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","BECN1",5.50163952891618,186,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.243961973554697
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","BNIP3",-0.719464196451693,2,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.37264189089152
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","BNIP3L",5.80095805207475,229,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.74173446068873
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","CALCOCO2",6.46838271298788,364,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.96068007313232
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","CCZ1",3.40155120450967,43,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.75409509944362
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","CCZ1B",3.29845771154557,40,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.561570831026927
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","CITED2",6.03274917141345,269,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.874596797990323
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","CSNK2A1",5.70344154616049,214,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.45593231320456
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","CSNK2A2",6.155824401771,293,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.03339910116183
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","CSNK2A3",-0.719464196451693,2,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.607713354642382
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","CSNK2B",7.34770123056542,670,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.68460024344833
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","E2F1",3.80409775960532,57,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.337303410405354
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","EIF2AK3",3.70007469506209,53,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.117091188639646
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","EIF2S1",4.59523232920459,99,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.655050943486571
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","FIS1",6.13602724665018,289,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.90538875585269
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","FKBP8",7.21952724232385,613,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.6690029560519
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","FOXO3",4.83512465522594,117,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.0368424405352305
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","FUNDC1",4.73339476826212,109,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.737284543141026
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","GABARAP",6.74487733630941,441,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.60127737913368
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","GABARAPL1",5.28503719578325,160,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.259108988851629
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","GABARAPL2",5.41393492896551,175,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.60649170628971
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","HIF1A",8.28896442561889,1287,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.82626587034791
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","HRAS",3.94729239543311,63,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.59791198930144
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","HUWE1",6.20416041491663,303,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.439673866488166
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","JUN",10.3852655861342,5505,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.0656117692212827
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","KRAS",8.21658476722492,1224,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.87466989617048
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","MAP1LC3A",-1.4564297906179,1,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.940660989955471
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","MAP1LC3B",6.65731237543129,415,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.62877089258642
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M127","MAP1LC3B2",2.57331755277615,24,971,"P1","relapse","PP1_R_M127","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.197297203667426
